,Burn_Value,EVT_Value,freq,EVT_Name,EVT_PHYS,EVT_Fuel_N,acres
242,10,7481,3428,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,0.847047195
243,10,7905,95,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.023474178
244,10,7906,147,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.036323202
245,10,7907,151,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.037311589
246,10,7908,6,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.00148258
247,10,7909,52,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.012849024
248,10,7931,1,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.000247097
249,10,7934,2,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.000494193
250,10,9055,2,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.000494193
251,10,9056,1050,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.259451446
252,10,9057,1,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000247097
253,10,9088,3,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.00074129
254,10,9089,1127,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.278477885
255,10,9112,3774,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.932542624
256,10,9117,4,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.000988386
257,10,9118,2,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000494193
258,10,9120,5,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.001235483
259,10,9312,1489,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.367926859
260,10,9315,3,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.00074129
261,10,9317,15,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.003706449
262,10,9620,4,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000988386
263,10,9817,51,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.012601927
264,11,7191,55,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.013590314
265,11,7192,14,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.003459353
266,11,7193,96,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.023721275
267,11,7195,9,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.00222387
268,11,7196,1,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000247097
269,11,7197,1,Recently Burned-Tree Cover,Conifer,Tr Recently Burned-Tree Cover,0.000247097
270,11,7198,4,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.000988386
271,11,7199,2,Recently Disturbed Other-Shrub Cover,Shrubland,Sh Recently Disturbed-Shrub Cover,0.000494193
272,11,7200,15,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.003706449
273,11,7238,80,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.019767729
274,11,7239,111,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.027427724
275,11,7240,69,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.017049666
276,11,7241,297,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.073387695
277,11,7292,5,Open Water,Open Water,Ba Open Water,0.001235483
278,11,7296,12,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.002965159
279,11,7297,3,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.00074129
280,11,7301,576,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.14232765
281,11,7302,3199,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.790462071
282,11,7362,193,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.047689647
283,11,7366,1014,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.250555967
284,11,7407,3,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.00074129
285,11,7481,3967,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,0.980232271
286,11,7905,78,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.019273536
287,11,7906,201,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.04966642
288,11,7907,149,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.036817396
289,11,7908,9,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.00222387
290,11,7909,36,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.008895478
291,11,7930,2,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.000494193
292,11,7931,1,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.000247097
293,11,7952,1,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.000247097
294,11,7975,1,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.000247097
295,11,9055,4,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.000988386
296,11,9056,1037,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.25623919
297,11,9089,1329,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.328391401
298,11,9112,3381,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.835433655
299,11,9117,59,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.0145787
300,11,9118,3,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.00074129
301,11,9120,7,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.001729676
302,11,9312,1652,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.408203608
303,11,9317,3,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.00074129
304,11,9620,4,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000988386
305,11,9817,43,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.010625154
306,12,7191,61,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.015072894
307,12,7192,18,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.004447739
308,12,7193,109,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.026933531
309,12,7195,7,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.001729676
310,12,7196,2,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000494193
311,12,7197,1,Recently Burned-Tree Cover,Conifer,Tr Recently Burned-Tree Cover,0.000247097
312,12,7198,4,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.000988386
313,12,7200,47,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.011613541
314,12,7238,72,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.017790956
315,12,7239,99,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.024462565
316,12,7240,67,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.016555473
317,12,7241,362,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.089448975
318,12,7242,2,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.000494193
319,12,7292,32,Open Water,Open Water,Ba Open Water,0.007907092
320,12,7296,15,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.003706449
321,12,7297,2,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.000494193
322,12,7301,694,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.171485051
323,12,7302,3974,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,0.981961947
324,12,7362,267,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.065974796
325,12,7366,1302,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.321719792
326,12,7407,7,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.001729676
327,12,7466,8,Great Lakes Wooded Dune and Swale,Riparian,Tr Great Lakes Wooded Dune and Swale,0.001976773
328,12,7481,6242,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.542377069
329,12,7905,106,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.026192241
330,12,7906,197,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.048678033
331,12,7907,164,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.040523845
332,12,7908,15,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.003706449
333,12,7909,50,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.012354831
334,12,7930,8,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.001976773
335,12,7931,6,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.00148258
336,12,7934,3,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.00074129
337,12,7952,6,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.00148258
338,12,9055,3,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.00074129
339,12,9056,1391,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.343711391
340,12,9088,1,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.000247097
341,12,9089,1633,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,0.403508772
342,12,9112,4034,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,0.996787744
343,12,9117,82,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.020261922
344,12,9118,14,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.003459353
345,12,9120,8,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.001976773
346,12,9312,1642,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.405732641
347,12,9315,1,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.000247097
348,12,9317,3,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.00074129
349,12,9620,5,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.001235483
350,12,9817,68,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.01680257
351,13,7191,81,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.020014826
352,13,7192,27,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.006671609
353,13,7193,211,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.052137386
354,13,7195,12,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.002965159
355,13,7196,2,Recently Burned-Shrub Cover,Shrubland,Sh Recently Burned-Shrub Cover,0.000494193
356,13,7197,4,Recently Burned-Tree Cover,Conifer,Tr Recently Burned-Tree Cover,0.000988386
357,13,7198,9,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.00222387
358,13,7199,3,Recently Disturbed Other-Shrub Cover,Shrubland,Sh Recently Disturbed-Shrub Cover,0.00074129
359,13,7200,36,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.008895478
360,13,7238,107,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.026439338
361,13,7239,136,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.03360514
362,13,7240,95,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.023474178
363,13,7241,468,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.115641216
364,13,7242,3,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.00074129
365,13,7292,40,Open Water,Open Water,Ba Open Water,0.009883865
366,13,7296,34,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.008401285
367,13,7297,1,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.000247097
368,13,7301,935,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,0.231035335
369,13,7302,5206,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,1.286384977
370,13,7362,362,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.089448975
371,13,7366,1921,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,0.474672597
372,13,7407,12,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.002965159
373,13,7466,11,Great Lakes Wooded Dune and Swale,Riparian,Tr Great Lakes Wooded Dune and Swale,0.002718063
374,13,7481,9639,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,2.38176427
375,13,7905,110,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.027180628
376,13,7906,188,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.046454164
377,13,7907,162,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.040029652
378,13,7908,14,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.003459353
379,13,7909,47,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.011613541
380,13,7930,6,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.00148258
381,13,7931,8,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.001976773
382,13,7934,7,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.001729676
383,13,7952,2,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.000494193
384,13,7974,1,Eastern Cool Temperate Row Crop,Agricultural,Da Row Crop,0.000247097
385,13,7975,1,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.000247097
386,13,7977,1,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.000247097
387,13,7978,1,Eastern Cool Temperate Wheat,Agricultural,Da Wheat,0.000247097
388,13,9055,2,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.000494193
389,13,9056,1987,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,0.490980974
